,Title,Price,PID,Location,Bedroom,Bathroom,Toilet,Status,Date Added,Date Updated
150,1 bedroom Flat / Apartment for rent Akoka Yaba Lagos," 1,500,000/year ",3LEGA,Akoka Yaba Lagos,1,0,0,,15 Apr 2024,02 May 2024
151,3 bedroom House for rent Lekki Phase 1 Lekki Lagos," 14,000,000/year ",5LENQ,Lekki Phase 1 Lekki Lagos,3,4,4,Newly Built,17 Apr 2024,02 May 2024
152,3 bedroom House for rent Ikota Lekki Lagos," 3,500,000/year ",3LCVL,Ikota Lekki Lagos,3,4,4,"Furnished ,Serviced ,Newly Built",01 Apr 2024,02 May 2024
153,5 bedroom House for rent Lekki Phase 1 Lekki Lagos," 8,000,000/year ",2KZAC,Lekki Phase 1 Lekki Lagos,5,6,6,"Furnished ,Serviced ,Newly Built",26 Feb 2024,02 May 2024
154,3 bedroom House for rent Idado Lekki Lagos," 4,500,000/year ",1LDTY,Idado Lekki Lagos,3,4,4,"Serviced ,Newly Built",09 Apr 2024,02 May 2024
155,4 bedroom House for rent Ikate Lekki Lagos," 7,000,000 ",5KXML,Ikate Lekki Lagos,4,5,5,"Furnished ,Serviced ,Newly Built",10 Feb 2024,02 May 2024
156,4 bedroom House for rent Ajah Lagos," 5,000,000/year ",9KZHU,Ajah Lagos,4,5,5,"Furnished ,Serviced ,Newly Built",28 Feb 2024,02 May 2024
157,4 bedroom House for rent Off Lekki-Epe Expressway Ajah Lagos," 5,000,000/year ",5LFNP,Off Lekki Epe Expressway Ajah Lagos,4,5,6,Newly Built,26 Apr 2024,02 May 2024
158,3 bedroom House for rent Banana Island Ikoyi Lagos," 16,000,000/year ",8LBNE,Banana Island Ikoyi Lagos,3,4,4,"Serviced ,Newly Built",20 Mar 2024,02 May 2024
159,1 bedroom Flat / Apartment for rent Command Ipaja Lagos," 600,000/year ",8LEQK,Command Ipaja Lagos,1,0,0,,18 Apr 2024,02 May 2024
160,4 bedroom House for rent Ikate Lekki Lagos," 8,500,000/year ",3LBCK,Ikate Lekki Lagos,4,5,5,"Serviced ,Newly Built",16 Mar 2024,02 May 2024
161,3 bedroom House for rent Ikate Lekki Lagos," 6,500,000/year ",8LBHV,Ikate Lekki Lagos,3,4,4,"Furnished ,Serviced ,Newly Built",18 Mar 2024,02 May 2024
162,4 bedroom House for rent Ikota Lekki Lagos," 4,500,000/year ",6KZET,Ikota Lekki Lagos,4,5,5,"Furnished ,Serviced ,Newly Built",27 Feb 2024,02 May 2024
163,4 bedroom House for rent Medina Gbagada Lagos," 6,000,000/year ",5LDFW,Medina Gbagada Lagos,4,0,0,,05 Apr 2024,02 May 2024
164,4 bedroom House for rent Banana Island Ikoyi Lagos," 50,000/year ",7LAWC,Banana Island Ikoyi Lagos,4,4,5,Newly Built,13 Mar 2024,02 May 2024
165,5 bedroom House for rent Lekki Phase 1 Lekki Lagos," 20,000,000/year ",8LESF,Lekki Phase 1 Lekki Lagos,5,5,5,,18 Apr 2024,02 May 2024
166,5 bedroom House for rent Lekki Phase 1 Lekki Lagos," 12,000,000/year ",7LDSA,Lekki Phase 1 Lekki Lagos,5,5,5,"Serviced ,Newly Built",09 Apr 2024,02 May 2024
167,3 bedroom House for rent Lekki Phase 1 Lekki Lagos," 10,500,000/year ",9LDYJ,Lekki Phase 1 Lekki Lagos,3,3,4,Serviced,11 Apr 2024,02 May 2024
168,4 bedroom House for rent Banana Island Ikoyi Lagos," 20,000,000/year ",7LAWD,Banana Island Ikoyi Lagos,4,4,5,Serviced,13 Mar 2024,02 May 2024
169,Commercial Property for rent Lekki Phase 1 Lekki Lagos," 4,500,000/year ",1LEGR,Lekki Phase 1 Lekki Lagos,0,0,1,"Serviced ,Newly Built",15 Apr 2024,02 May 2024
170,3 bedroom House for rent  Lekki Phase 1 Lekki Lagos," 8,000,000/year ",6LEBF,Lekki Phase 1 Lekki Lagos,3,3,4,Serviced,12 Apr 2024,02 May 2024
171,3 bedroom House for rent  Lekki Phase 1 Lekki Lagos," 8,000,000/year ",6LEBF,Lekki Phase 1 Lekki Lagos,3,3,4,,12 Apr 2024,02 May 2024
172,2 bedroom Flat / Apartment for rent Ikate Lekki Lagos," 7,500,000/year ",6LACS,Ikate Lekki Lagos,2,2,3,"Serviced ,Newly Built",06 Mar 2024,02 May 2024
173,3 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 6,000,000/year ",4LACJ,Lekki Phase 1 Lekki Lagos,3,3,6,,06 Mar 2024,02 May 2024
174,3 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 10,000,000/year ",6LESD,Lekki Phase 1 Lekki Lagos,3,3,4,"Serviced ,Newly Built",18 Apr 2024,02 May 2024
175,4 bedroom House for rent Golden Palm Estate orchid Lekki Lagos," 4,800,000/year ",6LFQS,Golden Palm Estate Orchid Lekki Lagos,4,4,5,,27 Apr 2024,02 May 2024
176,4 bedroom House for rent  Lekki Phase 1 Lekki Lagos," 13,000,000/year ",1LEKC,Lekki Phase 1 Lekki Lagos,4,4,5,"Serviced ,Newly Built",16 Apr 2024,02 May 2024
177,5 bedroom House for rent Lekki Phase 1 Lekki Lagos," 14,000,000/year ",9LDRZ,Lekki Phase 1 Lekki Lagos,5,5,6,,09 Apr 2024,02 May 2024
178,5 bedroom House for rent Lekki Phase 1 Lekki Lagos," 15,000,000/year ",6LESH,Lekki Phase 1 Lekki Lagos,5,5,6,,18 Apr 2024,02 May 2024
179,4 bedroom House for rent Banana Island Ikoyi Lagos," 30,000,000/year ",7LCQA,Banana Island Ikoyi Lagos,4,4,5,Furnished,29 Mar 2024,02 May 2024
180,3 bedroom Flat / Apartment for rent Ikate Lekki Lagos," 8,000,000/year ",7LCSG,Ikate Lekki Lagos,3,3,4,,30 Mar 2024,02 May 2024
181,4 bedroom House for rent Ikoyi Lagos," 20,000,000/year ",9LAFF,Ikoyi Lagos,4,4,5,"Serviced ,Newly Built",07 Mar 2024,02 May 2024
182,4 bedroom House for rent Old Ikoyi Ikoyi Lagos," 30,000,000/year ",7LDEM,Old Ikoyi Ikoyi Lagos,4,4,5,"Serviced ,Newly Built",04 Apr 2024,02 May 2024
183,5 bedroom Commercial Property for rent Lekki Phase 1 Lekki Lagos," 15,000,000/year ",0LCVJ,Lekki Phase 1 Lekki Lagos,5,5,6,,01 Apr 2024,02 May 2024
184,5 bedroom House for rent Ikate Lekki Lagos," 10,000,000/year ",3LGBX,Ikate Lekki Lagos,5,5,6,,01 Apr 2024,02 May 2024
185,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 14,000,000/year ",0LGBW,Lekki Phase 1 Lekki Lagos,4,4,5,Serviced,01 Apr 2024,02 May 2024
186,Flat / Apartment for rent chevron Lekki Lagos," 1,700,000 ",0LGBT,Chevron Lekki Lagos, ,1,1,Serviced,01 Apr 2024,02 May 2024
187,3 bedroom Flat / Apartment for rent Alfred Rewane Road Old Ikoyi Ikoyi Lagos," 16,500,000/year ",6LBSM,Alfred Rewane Road Old Ikoyi Ikoyi Lagos,3,3,4,"Furnished ,Serviced ,Newly Built",21 Mar 2024,01 May 2024
188,3 bedroom Flat / Apartment for rent Alfred Rewane Road Old Ikoyi Ikoyi Lagos," 16,500,000/year ",6LBSM,Alfred Rewane Road Old Ikoyi Ikoyi Lagos,3,3,4,,21 Mar 2024,01 May 2024
189,2 bedroom Flat / Apartment for rent Ilasan Lekki Lagos," 6,000,000/year ",6LCAT,Ilasan Lekki Lagos,2,2,3,,24 Mar 2024,01 May 2024
190,4 bedroom House for rent Ikate Lekki Lagos," 7,500,000/year ",9LECS,Ikate Lekki Lagos,4,4,5,Serviced,13 Apr 2024,01 May 2024
191,4 bedroom House for rent Orchid Lekki Lagos," 4,500,000/year ",7LFPR,Orchid Lekki Lagos,4,4,5,Serviced,26 Apr 2024,01 May 2024
192,1 bedroom Flat / Apartment for rent Royal Mews Estate Orchid Road orchid Lekki Lagos," 1,000,000/year ",9LDBY,Royal Mews Estate Orchid Road Orchid Lekki Lagos,1,1,1,"Furnished ,Serviced ,Newly Built",03 Apr 2024,01 May 2024
193,1 bedroom Flat / Apartment for rent Ikate Lekki Lagos," 5,000,000/year ",4LDLK,Ikate Lekki Lagos,1,1,2,"Serviced ,Newly Built",07 Apr 2024,01 May 2024
194,2 bedroom Flat / Apartment for rent Ikate Lekki Lagos," 6,500,000/year ",9LDRM,Ikate Lekki Lagos,2,2,3,"Serviced ,Newly Built",08 Apr 2024,01 May 2024
195,3 bedroom Commercial Property for rent Victoria Island Lagos," 12,000,000/year ",9LFLY,Victoria Island Lagos,3,3,4,,26 Apr 2024,01 May 2024
196,Commercial Property for rent Off Ajose Adeogun Victoria Island Lagos," 10,250,000/year ",5LBSS,Off Ajose Adeogun Victoria Island Lagos, ,2,2,,21 Mar 2024,01 May 2024
197,4 bedroom House for rent  Old Ikoyi Ikoyi Lagos," 40,000,000/year ",3LCDS,Old Ikoyi Ikoyi Lagos,4,3,4,Serviced,25 Mar 2024,01 May 2024
198,5 bedroom House for rent  Banana Island Ikoyi Lagos," 40,000,000/year ",9LBUX,Banana Island Ikoyi Lagos,5,5,6,"Serviced ,Newly Built",22 Mar 2024,01 May 2024
199,4 bedroom Flat / Apartment for rent Victoria Island Lagos," 35,000,000/year ",2LDBN,Victoria Island Lagos,4,4,5,Serviced,03 Apr 2024,01 May 2024
200,5 bedroom House for rent  Parkview Estate Ikoyi Lagos," 22,000,000/year ",4LCGE,Parkview Estate Ikoyi Lagos,5,5,6,Newly Built,26 Mar 2024,01 May 2024
201,2 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 12,000,000/year ",5LFGG,Lekki Phase 1 Lekki Lagos,2,2,3,"Serviced ,Newly Built",24 Apr 2024,01 May 2024
202,4 bedroom House for rent Ikate Lekki Lagos," 10,000,000/year ",0LDHB,Ikate Lekki Lagos,4,4,5,"Serviced ,Newly Built",05 Apr 2024,01 May 2024
203,4 bedroom House for rent Ikota Lekki Lagos," 12,000,000/year ",8LFZR,Ikota Lekki Lagos,4,4,5,"Furnished ,Newly Built",30 Apr 2024,01 May 2024
204,4 bedroom Flat / Apartment for rent  Old Ikoyi Ikoyi Lagos," 100,000/year ",4LAYU,Old Ikoyi Ikoyi Lagos,4,4,5,Serviced,14 Mar 2024,01 May 2024
205,3 bedroom House for rent Banana Island Estate Ikoyi Lagos," 24,000,000/year ",0LDTJ,Banana Island Estate Ikoyi Lagos,3,3,4,Serviced,09 Apr 2024,01 May 2024
206,3 bedroom Flat / Apartment for rent Victoria Island Lagos," 10,000,000/year ",7LDTC,Victoria Island Lagos,3,3,4,,09 Apr 2024,01 May 2024
207,2 bedroom Flat / Apartment for rent Ikate Lekki Lagos," 7,000,000/year ",8LAGR,Ikate Lekki Lagos,2,2,3,Serviced,08 Mar 2024,01 May 2024
208,Commercial Property for rent Total Filling Station Abraham adesanya estate Ajah Lagos," 2,000,000/year ",2KXFH,Total Filling Station Abraham Adesanya Estate Ajah Lagos, ,1,1,,08 Feb 2024,01 May 2024
209,3 bedroom Flat / Apartment for rent Ikoyi Lagos," 15,000/year ",3LENS,Ikoyi Lagos,3,3,4,Serviced,17 Apr 2024,01 May 2024
210,3 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 10,000,000/year ",0LFGJ,Lekki Phase 1 Lekki Lagos,3,3,4,"Serviced ,Newly Built",24 Apr 2024,01 May 2024
211,5 bedroom House for rent Ikate Lekki Lagos," 10,000,000/year ",2LEUF,Ikate Lekki Lagos,5,5,6,"Serviced ,Newly Built",19 Apr 2024,01 May 2024
212,1 bedroom Flat / Apartment for rent  Osapa london Lekki Lagos," 3,000,000/year ",3LEQN,Osapa London Lekki Lagos,1,1,2,Furnished,18 Apr 2024,01 May 2024
213,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 10,000,000/year ",2LDTG,Lekki Phase 1 Lekki Lagos,4,4,5,,09 Apr 2024,01 May 2024
214,Commercial Property for rent  Ahmadu Bello Way Victoria Island Lagos," 90,000/sqm ",6LCCF,Ahmadu Bello Way Victoria Island Lagos,0,0,0,Serviced,25 Mar 2024,01 May 2024
215,3 bedroom Flat / Apartment for rent  Banana Island Ikoyi Lagos," 36,000,000/year ",9LBUN,Banana Island Ikoyi Lagos,3,3,4,Serviced,22 Mar 2024,01 May 2024
216,5 bedroom House for rent Lekki Phase 1 Lekki Lagos," 15,000,000/year ",2LENT,Lekki Phase 1 Lekki Lagos,5,5,6,Newly Built,17 Apr 2024,01 May 2024
217,4 bedroom House for rent  Old Ikoyi Ikoyi Lagos," 25,000,000/year ",8LBMC,Old Ikoyi Ikoyi Lagos,4,4,5,Serviced,19 Mar 2024,01 May 2024
218,5 bedroom House for rent  Banana Island Ikoyi Lagos," 75,000,000/year ",5LDTY,Banana Island Ikoyi Lagos,5,5,6,Newly Built,09 Apr 2024,01 May 2024
219,5 bedroom House for rent Ikoyi Lagos," 35,000,000/year ",8LCYN,Ikoyi Lagos,5,5,6,Newly Built,02 Apr 2024,01 May 2024
220,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 20,000,000/year ",4LFFP,Lekki Phase 1 Lekki Lagos,4,4,5,Serviced,24 Apr 2024,01 May 2024
221,4 bedroom House for rent ONIRU Victoria Island Lagos," 14,000,000/year ",4LEJZ,Oniru Victoria Island Lagos,4,4,5,"Furnished ,Serviced",16 Apr 2024,01 May 2024
222,3 bedroom Flat / Apartment for rent Off Adeola Odeku Street Victoria Island Lagos," 16,000,000/year ",0LCJP,Off Adeola Odeku Street Victoria Island Lagos,3,3,4,"Serviced ,Newly Built",27 Mar 2024,01 May 2024
223,3 bedroom Flat / Apartment for rent Off Adeola Odeku Street Victoria Island Lagos," 16,000,000/year ",0LCJP,Off Adeola Odeku Street Victoria Island Lagos,3,3,4,,27 Mar 2024,01 May 2024
224,6 bedroom House for rent  Banana Island Ikoyi Lagos," 69,000,000/year ",9KZTE,Banana Island Ikoyi Lagos,6,6,7,,03 Mar 2024,01 May 2024
225,5 bedroom House for rent Off Admiralty Way Lekki Phase 1 Lekki Lagos," 20,000,000/year ",8LDKA,Off Admiralty Way Lekki Phase 1 Lekki Lagos,5,5,6,,06 Apr 2024,01 May 2024
226,4 bedroom House for rent Osapa London Lekki Lagos," 6,500,000/year ",8LFTQ,Osapa London Lekki Lagos,4,4,5,Serviced,28 Apr 2024,01 May 2024
227,2 bedroom House for rent Ikate Lekki Lagos," 8,000,000/year ",7LEYX,Ikate Lekki Lagos,2,2,3,"Serviced ,Newly Built",22 Apr 2024,01 May 2024
228,4 bedroom House for rent Ologolo Lekki Lagos," 10,000,000/year ",7LCZU,Ologolo Lekki Lagos,4,4,5,"Serviced ,Newly Built",03 Apr 2024,01 May 2024
229,2 bedroom House for rent Lekki Phase 1 Lekki Lagos," 12,000,000/year ",4LEYX,Lekki Phase 1 Lekki Lagos,2,2,3,"Serviced ,Newly Built",21 Apr 2024,01 May 2024
230,4 bedroom House for rent  Ikate Lekki Lagos," 10,000,000/year ",7LDYH,Ikate Lekki Lagos,4,4,5,,11 Apr 2024,01 May 2024
231,3 bedroom Flat / Apartment for rent  Old Ikoyi Ikoyi Lagos," 25,000,000/year ",0LDME,Old Ikoyi Ikoyi Lagos,3,3,4,Serviced,07 Apr 2024,01 May 2024
232,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 20,000,000/year ",8KZZL,Lekki Phase 1 Lekki Lagos,4,4,5,,05 Mar 2024,01 May 2024
233,4 bedroom Flat / Apartment for rent Old Ikoyi Ikoyi Lagos," 100,000/year ",5LCRZ,Old Ikoyi Ikoyi Lagos,4,4,5,Serviced,30 Mar 2024,01 May 2024
234,3 bedroom Flat / Apartment for rent Victoria Island Extension Victoria Island Lagos," 7,000,000/year ",7LEMS,Victoria Island Extension Victoria Island Lagos,3,3,4,Serviced,17 Apr 2024,01 May 2024
235,3 bedroom House for rent ONIRU Victoria Island Lagos," 7,000,000/year ",7LDRM,Oniru Victoria Island Lagos,3,3,4,Serviced,08 Apr 2024,01 May 2024
236,4 bedroom House for rent Ikota Lekki Lagos," 7,500,000/year ",3LCXM,Ikota Lekki Lagos,4,4,5,Newly Built,02 Apr 2024,01 May 2024
237,1 bedroom Flat / Apartment for rent  Lekki Phase 1 Lekki Lagos," 2,700,000/year ",5LFXB,Lekki Phase 1 Lekki Lagos,1,1,2,,30 Apr 2024,01 May 2024
238,3 bedroom Flat / Apartment for rent  Banana Island Ikoyi Lagos," 17,000,000/year ",0LFAN,Banana Island Ikoyi Lagos,3,3,4,,22 Apr 2024,01 May 2024
239,3 bedroom Flat / Apartment for rent Ikoyi Lagos," 23,000,000/year ",6LBYX,Ikoyi Lagos,3,0,0,"Serviced ,Newly Built",23 Mar 2024,01 May 2024
240,3 bedroom Flat / Apartment for rent Ikoyi Lagos," 23,000,000/year ",6LBYX,Ikoyi Lagos,3,0,0,,23 Mar 2024,01 May 2024
241,4 bedroom House for rent Ikoyi Lagos," 30,000,000/year ",4LDHM,Ikoyi Lagos,4,4,5,"Furnished ,Serviced ,Newly Built",05 Apr 2024,01 May 2024
242,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 20,000,000/year ",3LEYX,Lekki Phase 1 Lekki Lagos,4,4,5,"Serviced ,Newly Built",21 Apr 2024,01 May 2024
243,3 bedroom Flat / Apartment for rent  Banana Island Ikoyi Lagos," 32,000,000/year ",3LBHL,Banana Island Ikoyi Lagos,3,3,4,Serviced,18 Mar 2024,01 May 2024
244,4 bedroom Flat / Apartment for rent Victoria Island Kofo Abayomi Victoria Island Lagos," 35,000,000/year ",3KTAK,Victoria Island Kofo Abayomi Victoria Island Lagos,4,4,5,Serviced,22 Mar 2024,01 May 2024
245,5 bedroom House for rent  Banana Island Ikoyi Lagos," 149,000/year ",0LDDY,Banana Island Ikoyi Lagos,5,5,6,,04 Apr 2024,01 May 2024
246,3 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 14,000,000/year ",9LDHT,Lekki Phase 1 Lekki Lagos,3,3,4,"Serviced ,Newly Built",05 Apr 2024,01 May 2024
247,4 bedroom House for rent Off Adeola Odeku Street Adeola Odeku Victoria Island Lagos," 15,000,000/year ",9LCMS,Off Adeola Odeku Street Adeola Odeku Victoria Island Lagos,4,4,4,,28 Mar 2024,01 May 2024
248,5 bedroom House for rent Banana Island Ikoyi Lagos," 75,000,000/year ",2LBUU,Banana Island Ikoyi Lagos,5,5,6,Newly Built,22 Mar 2024,01 May 2024
249,5 bedroom House for rent Osapa london Lekki Lagos," 15,000,000/year ",2LDAC,Osapa London Lekki Lagos,5,5,6,Newly Built,03 Apr 2024,01 May 2024
250,4 bedroom House for rent Victoria Island Lagos," 9,000,000/year ",7LCZZ,Victoria Island Lagos,4,3,4,Serviced,03 Apr 2024,01 May 2024
251,3 bedroom Flat / Apartment for rent New Road Igbo-efon Lekki Lagos," 4,000,000/year ",9LFEK,New Road Igbo Efon Lekki Lagos,3,3,4,,23 Apr 2024,01 May 2024
252,4 bedroom House for rent Ikate Lekki Lagos," 10,000,000/year ",3LDRM,Ikate Lekki Lagos,4,4,5,"Furnished ,Serviced",08 Apr 2024,01 May 2024
253,4 bedroom House for rent Lekki Conservation chevron Lekki Lagos," 4,000,000/year ",5KWNT,Lekki Conservation Chevron Lekki Lagos,4,4,5,,01 Feb 2024,01 May 2024
254,2 bedroom Flat / Apartment for rent  Ikate Lekki Lagos," 6,000,000/year ",2LCBQ,Ikate Lekki Lagos,2,2,3,"Serviced ,Newly Built",25 Mar 2024,01 May 2024
255,2 bedroom Flat / Apartment for rent Chevron Alternative chevron Lekki Lagos," 3,500,000/year ",2LFQX,Chevron Alternative Chevron Lekki Lagos,2,2,3,,27 Apr 2024,01 May 2024
256,3 bedroom Flat / Apartment for rent Ikate Ilasan Lekki Lagos," 6,500,000/year ",1LCGC,Ikate Ilasan Lekki Lagos,3,3,4,"Serviced ,Newly Built",26 Mar 2024,01 May 2024
257,4 bedroom Flat / Apartment for rent  Old Ikoyi Ikoyi Lagos," 26,000,000/year ",4KZGZ,Old Ikoyi Ikoyi Lagos,4,4,5,Serviced,28 Feb 2024,01 May 2024
258,5 bedroom House for rent Parkview Estate Ikoyi Lagos," 35,000,000/year ",3LECS,Parkview Estate Ikoyi Lagos,5,5,6,Newly Built,13 Apr 2024,01 May 2024
259,2 bedroom Flat / Apartment for rent Banana Island Estate Ikoyi Lagos," 11,000,000/year ",5LBNL,Banana Island Estate Ikoyi Lagos,2,1,2,Serviced,20 Mar 2024,01 May 2024
260,4 bedroom House for rent Ikota Lekki Lagos," 4,500,000/year ",0LFZS,Ikota Lekki Lagos,4,4,5,"Serviced ,Newly Built",30 Apr 2024,01 May 2024
261,4 bedroom House for rent  Old Ikoyi Ikoyi Lagos," 20,000,000/year ",4LBPK,Old Ikoyi Ikoyi Lagos,4,4,5,Serviced,20 Mar 2024,01 May 2024
262,4 bedroom House for rent  Lekki Phase 1 Lekki Lagos," 8,000,000/year ",3LESC,Lekki Phase 1 Lekki Lagos,4,4,5,Newly Built,18 Apr 2024,01 May 2024
263,3 bedroom Flat / Apartment for rent Oniru Victoria Island Lagos," 7,000,000/year ",8LFQF,Oniru Victoria Island Lagos,3,3,4,Serviced,26 Apr 2024,01 May 2024
264,4 bedroom House for rent  Ologolo Lekki Lagos," 6,500,000/year ",6LFFJ,Ologolo Lekki Lagos,4,4,5,"Serviced ,Newly Built",24 Apr 2024,01 May 2024
265,4 bedroom House for rent Banana Island Estate Ikoyi Lagos," 20,000,000/year ",3LFAQ,Banana Island Estate Ikoyi Lagos,4,3,4,Serviced,22 Apr 2024,01 May 2024
266,2 bedroom Flat / Apartment for rent Ikate Lekki Lagos," 6,000,000 ",5LBMN,Ikate Lekki Lagos,2,2,2,"Serviced ,Newly Built",19 Mar 2024,01 May 2024
267,1 bedroom Flat / Apartment for rent Osapa London Lekki Lagos," 1,500,000/year ",1LFKW,Osapa London Lekki Lagos,1,1,0,,25 Apr 2024,01 May 2024
268,3 bedroom Flat / Apartment for rent Old Ikoyi Old Ikoyi Ikoyi Lagos," 15,000,000/year ",8LCQA,Old Ikoyi Old Ikoyi Ikoyi Lagos,3,3,4,Serviced,29 Mar 2024,01 May 2024
269,3 bedroom Flat / Apartment for rent Old Ikoyi Old Ikoyi Ikoyi Lagos," 15,000,000/year ",6LCMQ,Old Ikoyi Old Ikoyi Ikoyi Lagos,3,3,4,Serviced,28 Mar 2024,01 May 2024
270,3 bedroom Commercial Property for rent Lekki Phase 1 Lekki Lagos," 500,000/month ",2LCZN,Lekki Phase 1 Lekki Lagos,3,3,4,Serviced,03 Apr 2024,01 May 2024
271,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 20,000,000/year ",8LFAK,Lekki Phase 1 Lekki Lagos,4,4,5,"Serviced ,Newly Built",22 Apr 2024,01 May 2024
272,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 20,000,000/year ",0LDRN,Lekki Phase 1 Lekki Lagos,4,4,5,"Furnished ,Serviced",08 Apr 2024,01 May 2024
273,3 bedroom House for rent Ikoyi Lagos," 23,000,000/year ",9LCYM,Ikoyi Lagos,3,3,0,"Serviced ,Newly Built",02 Apr 2024,01 May 2024
274,2 bedroom House for rent Ikate Lekki Lagos," 7,000,000/year ",7LFXV,Ikate Lekki Lagos,2,2,3,"Serviced ,Newly Built",30 Apr 2024,01 May 2024
275,2 bedroom House for rent Ikate Lekki Lagos," 7,000,000/year ",7LFXV,Ikate Lekki Lagos,2,2,3,,30 Apr 2024,01 May 2024
276,5 bedroom House for rent Ikate Lekki Lagos," 10,000,000/year ",2LEYX,Ikate Lekki Lagos,5,5,6,"Serviced ,Newly Built",21 Apr 2024,01 May 2024
277,Commercial Property for rent Victoria Island Lagos," 5,500,000/year ",8LFLY,Victoria Island Lagos, ,1,1,Serviced,26 Apr 2024,01 May 2024
278,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 17,000,000/year ",2LFYN,Lekki Phase 1 Lekki Lagos,4,4,5,"Serviced ,Newly Built",30 Apr 2024,01 May 2024
279,4 bedroom House for rent chevron Lekki Lagos," 6,000,000/year ",8LCXK,Chevron Lekki Lagos,4,4,5,Newly Built,02 Apr 2024,01 May 2024
280,3 bedroom Flat / Apartment for rent Safe Court Ikate Lekki Lagos," 5,500,000/year ",3LEEA,Safe Court Ikate Lekki Lagos,3,3,4,Serviced,14 Apr 2024,01 May 2024
281,4 bedroom House for rent Ikota Lekki Lagos," 7,500,000/year ",7LBQH,Ikota Lekki Lagos,4,4,5,"Serviced ,Newly Built",20 Mar 2024,01 May 2024
282,4 bedroom Flat / Apartment for rent Off Banana Island Road Ikoyi Lagos," 25,000,000/year ",7KZHE,Off Banana Island Road Ikoyi Lagos,4,4,5,Serviced,28 Feb 2024,01 May 2024
283,4 bedroom House for rent  Lekki Phase 1 Lekki Lagos," 20,000,000/year ",2LDRX,Lekki Phase 1 Lekki Lagos,4,4,5,Serviced,09 Apr 2024,01 May 2024
284,3 bedroom Flat / Apartment for rent  Lekki Lagos," 8,000,000/year ",6LEBX,Lekki Lagos,3,3,4,"Serviced ,Newly Built",13 Apr 2024,01 May 2024
285,2 bedroom Flat / Apartment for rent ONIRU Victoria Island Lagos," 5,500,000/year ",6LFSA,Oniru Victoria Island Lagos,2,2,3,,27 Apr 2024,01 May 2024
286,3 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 8,000,000/year ",3LBYC,Lekki Phase 1 Lekki Lagos,3,3,4,Serviced,23 Mar 2024,01 May 2024
287,3 bedroom Flat / Apartment for rent Old Ikoyi Ikoyi Lagos," 28,000,000/year ",9KZER,Old Ikoyi Ikoyi Lagos,3,3,4,Serviced,27 Feb 2024,01 May 2024
288,2 bedroom Flat / Apartment for rent Ikate Lekki Lagos," 7,000,000/year ",8LFYM,Ikate Lekki Lagos,2,2,3,"Serviced ,Newly Built",30 Apr 2024,01 May 2024
289,5 bedroom House for rent Banana Island Estate Banana Island Ikoyi Lagos," 70,000,000/year ",3LCQD,Banana Island Estate Banana Island Ikoyi Lagos,5,5,6,Newly Built,29 Mar 2024,01 May 2024
290,4 bedroom Flat / Apartment for rent Old Ikoyi Ikoyi Lagos," 35,000,000/year ",7LDBN,Old Ikoyi Ikoyi Lagos,4,4,5,Serviced,03 Apr 2024,01 May 2024
291,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 9,000,000/year ",5LEYX,Lekki Phase 1 Lekki Lagos,4,4,5,"Serviced ,Newly Built",21 Apr 2024,01 May 2024
292,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 9,000,000/year ",5LEYX,Lekki Phase 1 Lekki Lagos,4,4,5,,21 Apr 2024,01 May 2024
293,2 bedroom Flat / Apartment for rent  Ologolo Lekki Lagos," 5,000,000/year ",2LEQU,Ologolo Lekki Lagos,2,2,3,"Serviced ,Newly Built",18 Apr 2024,01 May 2024
294,4 bedroom House for rent Lekki Lagos," 5,000,000/year ",9LAFC,Lekki Lagos,4,4,5,Furnished,07 Mar 2024,01 May 2024
295,4 bedroom House for rent Osapa london Lekki Lagos," 6,000,000/year ",9LBYW,Osapa London Lekki Lagos,4,5,5,,23 Mar 2024,01 May 2024
296,Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 2,700,000/year ",3LDKG,Lekki Phase 1 Lekki Lagos, ,1,1,Serviced,06 Apr 2024,01 May 2024
